subject,activity,trial,is_fall,acc_length,gyro_length,length_diff,acc_max_smv,acc_mean_smv,acc_peak_ratio,gyro_max_mag,gyro_mean_mag
46,1,4,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,1,5,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,2,1,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,2,2,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,2,3,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,2,4,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,2,5,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,3,1,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,3,2,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,3,3,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,3,4,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,3,5,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,4,1,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,4,2,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,4,3,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,4,4,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,4,5,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,5,1,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,5,2,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,5,3,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,5,4,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,5,5,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,6,1,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,6,2,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,6,3,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,6,4,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,6,5,False,2904,2381,523,19.460785407176157,9.945679269073649,1.956707517014238,8.642679444811671,2.1642795737414415
46,7,1,False,1366,959,407,25.963218432352182,10.279456104247643,2.5257385355599076,7.894667145633597,2.1161120125934034
46,7,2,False,1366,959,407,25.963218432352182,10.279456104247643,2.5257385355599076,7.894667145633597,2.1161120125934034
46,7,3,False,1366,959,407,25.963218432352182,10.279456104247643,2.5257385355599076,7.894667145633597,2.1161120125934034
46,7,4,False,1366,959,407,25.963218432352182,10.279456104247643,2.5257385355599076,7.894667145633597,2.1161120125934034
46,7,5,False,1366,959,407,25.963218432352182,10.279456104247643,2.5257385355599076,7.894667145633597,2.1161120125934034
46,7,6,False,1366,959,407,25.963218432352182,10.279456104247643,2.5257385355599076,7.894667145633597,2.1161120125934034
46,8,1,False,1396,1153,243,18.79103833840316,10.34630496735929,1.8162076586301474,5.606995188077958,1.8516123349684164
46,8,2,False,1396,1153,243,18.79103833840316,10.34630496735929,1.8162076586301474,5.606995188077958,1.8516123349684164
46,8,3,False,1396,1153,243,18.79103833840316,10.34630496735929,1.8162076586301474,5.606995188077958,1.8516123349684164
46,8,4,False,1396,1153,243,18.79103833840316,10.34630496735929,1.8162076586301474,5.606995188077958,1.8516123349684164
46,8,5,False,1396,1153,243,18.79103833840316,10.34630496735929,1.8162076586301474,5.606995188077958,1.8516123349684164
46,9,1,False,691,554,137,16.709491604330672,10.184880663172803,1.6406173170338494,4.979178922315233,1.2636226674293491
46,9,2,False,691,554,137,16.709491604330672,10.184880663172803,1.6406173170338494,4.979178922315233,1.2636226674293491
46,9,3,False,691,554,137,16.709491604330672,10.184880663172803,1.6406173170338494,4.979178922315233,1.2636226674293491
46,9,4,False,691,554,137,16.709491604330672,10.184880663172803,1.6406173170338494,4.979178922315233,1.2636226674293491
46,9,5,False,691,554,137,16.709491604330672,10.184880663172803,1.6406173170338494,4.979178922315233,1.2636226674293491
46,10,2,True,1600,1417,183,42.73984203321499,10.545791156618556,4.0527866859816895,8.536005777087231,1.3197168906473007
46,10,3,True,1122,809,313,39.92214664745625,10.78993615193953,3.6999428030239705,8.874567254841907,1.5229293166915427
46,10,4,True,1172,903,269,56.1534386355595,10.807614058778702,5.195729443909078,11.658550035062119,1.7700694879510057
46,10,5,True,1176,807,369,37.78558602970676,10.88160422590111,3.4724278893586975,10.219983843025005,1.773741668646074
46,11,1,True,1586,1389,197,75.21697291313096,10.549405377937939,7.12997274700744,9.324485996949875,1.211382196505079
46,11,3,True,1112,893,219,99.98201783802087,11.149351899754697,8.96751834970295,9.9105715614253,1.556736481848147
46,11,4,True,1058,837,221,76.22220025706656,11.049982156731499,6.897947807241802,10.815285826515085,1.4917936947204522
46,11,5,True,1058,837,221,76.22220025706656,11.049982156731499,6.897947807241802,10.815285826515085,1.4917936947204522
46,12,1,True,1218,937,281,60.84689049561283,10.552351623035497,5.766192467006482,16.312259836773922,2.004045665101349
46,12,2,True,1218,937,281,60.84689049561283,10.552351623035497,5.766192467006482,16.312259836773922,2.004045665101349
46,12,3,True,1218,937,281,60.84689049561283,10.552351623035497,5.766192467006482,16.312259836773922,2.004045665101349
46,12,4,True,1218,937,281,60.84689049561283,10.552351623035497,5.766192467006482,16.312259836773922,2.004045665101349
46,12,5,True,1218,937,281,60.84689049561283,10.552351623035497,5.766192467006482,16.312259836773922,2.004045665101349
46,13,1,True,2434,1513,921,46.01993926947312,10.370201449418516,4.43770928169158,9.718192654526908,1.4464279612994033
46,13,2,True,2434,1513,921,46.01993926947312,10.370201449418516,4.43770928169158,9.718192654526908,1.4464279612994033
46,13,3,True,2434,1513,921,46.01993926947312,10.370201449418516,4.43770928169158,9.718192654526908,1.4464279612994033
46,13,4,True,2434,1513,921,46.01993926947312,10.370201449418516,4.43770928169158,9.718192654526908,1.4464279612994033
46,13,5,True,2434,1513,921,46.01993926947312,10.370201449418516,4.43770928169158,9.718192654526908,1.4464279612994033
46,14,1,True,557,430,127,58.89505932350846,11.724114040734845,5.023412350702698,7.116390488815207,2.511360256036443
46,14,2,True,557,430,127,58.89505932350846,11.724114040734845,5.023412350702698,7.116390488815207,2.511360256036443
46,14,3,True,557,430,127,58.89505932350846,11.724114040734845,5.023412350702698,7.116390488815207,2.511360256036443
46,14,4,True,557,430,127,58.89505932350846,11.724114040734845,5.023412350702698,7.116390488815207,2.511360256036443
46,14,5,True,557,430,127,58.89505932350846,11.724114040734845,5.023412350702698,7.116390488815207,2.511360256036443
